loan_amnt,annual_inc,open_acc,dti,delinq_2yrs,inq_last_6mths,revol_util,emp_length,defaulted,term_5yrs,has_bankruptcy
9000.0,72000.0,21.0,14.55,0.0,2.0,86.6,10.0,False,False,False
10000.0,135000.0,10.0,10.57,0.0,0.0,76.5,10.0,False,False,False
28625.0,120000.0,8.0,16.6,1.0,0.0,69.7,4.0,False,True,False
15000.0,79995.0,8.0,13.55,0.0,2.0,75.7,3.0,False,False,False
4000.0,156000.0,9.0,10.64,0.0,0.0,66.3,10.0,False,False,True
10000.0,84000.0,5.0,0.71,0.0,0.0,15.2,5.0,False,False,True
10000.0,95000.0,13.0,22.0,1.0,0.0,98.9,3.0,False,False,False
9600.0,56004.0,9.0,7.8,0.0,0.0,6.3,9.0,False,False,False
10800.0,80000.0,6.0,0.0,1.0,0.0,0.0,10.0,False,False,False
9000.0,41500.0,16.0,23.13,0.0,0.0,91.5,2.0,False,False,False
11200.0,29000.0,15.0,17.63,0.0,0.0,11.3,3.0,False,True,False
4400.0,72000.0,13.0,9.25,0.0,0.0,9.5,6.0,False,False,False
12000.0,84000.0,10.0,13.76,2.0,1.0,39.5,1.0,False,True,False
10000.0,59712.0,17.0,13.14,0.0,2.0,14.4,5.0,True,True,False
35000.0,67775.0,8.0,18.5,0.0,1.0,91.2,3.0,False,True,False
11200.0,66000.0,10.0,12.25,0.0,1.0,37.4,7.0,False,False,False
10000.0,105600.0,5.0,5.78,0.0,1.0,92.9,5.0,False,True,False
6000.0,28800.0,7.0,9.04,0.0,2.0,71.2,2.0,False,True,True
6000.0,75000.0,8.0,13.15,1.0,0.0,13.5,2.0,False,False,False
10000.0,54000.0,6.0,16.64,0.0,2.0,74.6,1.0,False,False,False
8000.0,54180.0,2.0,2.44,0.0,2.0,23.6,10.0,False,True,False
15000.0,54000.0,5.0,15.53,0.0,0.0,91.0,1.0,False,True,False
6000.0,73248.0,13.0,5.24,0.0,1.0,30.1,10.0,False,True,True
7200.0,127500.0,7.0,12.36,0.0,2.0,0.5,3.0,False,True,False
7500.0,24000.0,6.0,24.2,0.0,2.0,35.2,0.0,True,True,False
15000.0,60000.0,13.0,3.44,0.0,0.0,19.3,3.0,False,False,False
14400.0,60000.0,10.0,24.41,0.0,2.0,63.7,5.0,True,True,False
13200.0,150000.0,5.0,3.46,0.0,1.0,87.6,0.0,False,True,False
9000.0,65004.0,8.0,4.69,1.0,0.0,11.9,7.0,False,False,False
7000.0,90000.0,12.0,12.69,0.0,0.0,54.5,3.0,False,True,False
25000.0,274992.0,26.0,8.33,0.0,1.0,21.3,6.0,False,True,False
10000.0,48200.0,11.0,4.95,0.0,1.0,69.2,6.0,True,False,False
15000.0,87000.0,15.0,6.48,0.0,1.0,23.8,1.0,False,False,False
12000.0,92000.0,7.0,6.4,0.0,1.0,25.1,5.0,False,False,False
6000.0,41496.0,6.0,14.34,0.0,0.0,39.8,10.0,False,True,False
35000.0,108000.0,23.0,17.2,0.0,3.0,49.5,4.0,False,True,False
10000.0,83374.0,12.0,16.38,0.0,2.0,97.2,10.0,True,True,False
5300.0,68000.0,9.0,10.85,0.0,2.0,51.5,1.0,False,True,False
9600.0,80004.0,14.0,13.77,1.0,0.0,76.8,5.0,True,True,False
5275.0,57600.0,3.0,11.73,2.0,0.0,26.5,3.0,False,False,False
4000.0,42000.0,6.0,16.49,1.0,1.0,56.6,5.0,True,False,False
25000.0,63144.0,5.0,18.66,0.0,0.0,85.4,5.0,False,True,False
3600.0,33588.0,9.0,22.37,0.0,1.0,49.9,3.0,False,True,False
7200.0,28800.0,8.0,17.58,0.0,0.0,80.7,0.0,True,False,False
9000.0,35000.0,5.0,6.93,0.0,0.0,65.4,5.0,True,False,False
10400.0,90000.0,8.0,6.65,0.0,0.0,60.0,5.0,False,False,False
2500.0,40000.0,6.0,12.69,1.0,0.0,73.7,2.0,False,False,True
12000.0,54996.0,14.0,9.08,0.0,1.0,44.1,8.0,False,True,True
6200.0,29004.0,13.0,18.62,0.0,3.0,44.5,6.0,False,False,False
6800.0,60000.0,4.0,2.2,0.0,2.0,23.4,7.0,False,False,False
6400.0,42000.0,9.0,24.43,0.0,0.0,24.5,4.0,False,True,False
6000.0,49992.0,7.0,5.54,1.0,0.0,16.2,10.0,False,False,False
12000.0,86004.0,7.0,7.76,0.0,1.0,55.2,0.0,False,False,False
30000.0,64000.0,5.0,17.36,0.0,0.0,99.9,3.0,False,True,False
9000.0,35000.0,12.0,14.74,1.0,2.0,59.1,5.0,False,True,False
15000.0,130000.0,7.0,4.1,1.0,3.0,23.1,5.0,False,True,False
6250.0,60000.0,7.0,19.22,0.0,3.0,50.9,10.0,False,True,False
5000.0,45360.0,17.0,16.75,1.0,3.0,26.8,3.0,False,False,False
15000.0,64704.0,14.0,8.94,0.0,0.0,46.1,5.0,False,True,False
9700.0,113000.0,7.0,15.05,0.0,3.0,27.7,4.0,False,True,False
9600.0,100000.0,11.0,10.97,0.0,3.0,70.1,10.0,False,True,False
11000.0,43000.0,13.0,26.71,0.0,0.0,0.0,10.0,False,True,False
5500.0,44000.0,7.0,24.41,1.0,0.0,69.1,3.0,False,False,False
20000.0,48000.0,6.0,6.83,0.0,0.0,34.0,10.0,True,True,False
28500.0,56400.0,4.0,0.77,0.0,0.0,6.6,7.0,False,True,False
10800.0,54000.0,9.0,17.42,0.0,0.0,96.6,3.0,True,False,True
15000.0,88000.0,9.0,10.0,0.0,2.0,59.9,1.0,False,True,True
20000.0,76445.0,12.0,12.46,0.0,0.0,29.3,10.0,False,True,False
35000.0,300000.0,15.0,13.36,0.0,1.0,68.9,1.0,False,False,False
7000.0,73440.0,7.0,5.59,1.0,1.0,23.2,7.0,False,False,False
5600.0,52884.0,5.0,15.18,0.0,0.0,93.6,3.0,False,False,False
17750.0,48000.0,15.0,13.63,1.0,1.0,79.0,0.0,False,False,False
16000.0,35088.0,2.0,18.33,0.0,1.0,97.5,5.0,False,True,False
8000.0,45600.0,9.0,20.37,0.0,0.0,91.1,9.0,True,True,False
6000.0,55000.0,13.0,19.57,1.0,1.0,27.2,1.0,False,False,False
28000.0,56000.0,15.0,12.62,0.0,1.0,12.3,3.0,False,True,False
5000.0,40000.0,6.0,14.1,1.0,1.0,50.9,2.0,False,False,True
35000.0,140000.0,7.0,6.55,0.0,0.0,95.4,10.0,False,True,False
18000.0,110000.0,11.0,10.24,1.0,1.0,90.8,8.0,False,True,False
24000.0,98000.0,8.0,14.63,3.0,0.0,62.4,6.0,False,True,False
26000.0,70446.2,10.0,15.67,0.0,0.0,50.2,1.0,False,True,False
8400.0,35000.0,5.0,22.25,0.0,0.0,61.6,2.0,False,True,False
24000.0,63052.0,11.0,20.06,1.0,1.0,18.8,5.0,False,True,False
4900.0,65000.0,7.0,16.45,1.0,0.0,55.8,7.0,True,False,False
9600.0,21600.0,8.0,17.78,0.0,0.0,12.1,0.0,False,False,False
5000.0,43200.0,12.0,19.0,0.0,2.0,13.8,7.0,False,True,False
14400.0,82296.0,8.0,18.84,0.0,0.0,51.9,0.0,False,True,False
10000.0,91745.0,11.0,18.6,1.0,1.0,29.5,4.0,False,True,False
10800.0,50000.0,3.0,10.27,0.0,0.0,52.3,6.0,False,False,False
17000.0,78000.0,8.0,9.72,0.0,0.0,26.1,5.0,False,False,False
8000.0,48000.0,4.0,3.83,0.0,0.0,0.0,9.0,False,False,False
21000.0,100000.0,12.0,16.4,2.0,0.0,56.2,7.0,False,True,False
10000.0,72000.0,5.0,1.98,0.0,1.0,60.9,0.0,False,True,False
6800.0,130000.0,15.0,11.3,0.0,5.0,15.6,4.0,False,False,False
18000.0,37000.0,9.0,10.05,0.0,0.0,36.6,1.0,False,True,False
14400.0,43000.0,10.0,21.29,1.0,0.0,25.0,2.0,False,False,False
20000.0,80000.0,11.0,7.95,0.0,1.0,36.9,3.0,False,False,False
10000.0,55000.0,18.0,16.49,1.0,2.0,60.5,10.0,False,False,True
3000.0,112000.0,10.0,14.29,1.0,1.0,7.2,0.0,False,False,False
10000.0,73000.0,7.0,22.5,0.0,0.0,94.1,6.0,True,True,False
9325.0,32020.0,5.0,15.97,0.0,0.0,57.1,7.0,False,True,False
4125.0,60000.0,20.0,12.4,1.0,2.0,6.2,3.0,False,False,False
8325.0,30000.0,12.0,23.2,2.0,0.0,67.0,2.0,True,True,False
25000.0,105000.0,9.0,4.23,5.0,3.0,16.0,10.0,False,True,False
14000.0,59000.0,16.0,16.92,1.0,0.0,17.8,10.0,False,False,False
4750.0,45000.0,9.0,8.24,0.0,2.0,26.2,2.0,False,True,False
10000.0,64000.0,4.0,7.93,1.0,0.0,71.2,4.0,False,False,False
6400.0,62000.0,11.0,23.96,0.0,1.0,92.8,3.0,False,True,False
4000.0,44700.0,10.0,9.93,2.0,3.0,26.33,0.0,False,False,False
3600.0,51300.0,14.0,24.89,0.0,1.0,69.6,10.0,False,False,False
12500.0,49000.0,7.0,13.4,0.0,0.0,25.1,5.0,False,False,False
4800.0,59004.0,6.0,9.17,2.0,0.0,18.3,8.0,False,True,False
14100.0,61000.0,7.0,18.55,1.0,2.0,7.2,10.0,False,True,False
15000.0,90000.0,10.0,12.92,0.0,0.0,30.9,5.0,False,False,False
11325.0,48000.0,9.0,24.77,1.0,0.0,24.2,10.0,True,True,False
20000.0,100970.0,5.0,3.55,0.0,1.0,42.5,5.0,True,False,False
6000.0,50000.0,4.0,19.08,0.0,0.0,93.1,5.0,False,False,False
35000.0,220000.0,10.0,17.41,1.0,0.0,89.9,10.0,False,True,False
6000.0,72000.0,24.0,16.45,0.0,2.0,48.0,4.0,False,False,True
15000.0,80000.0,16.0,17.31,1.0,0.0,15.4,5.0,False,False,False
20000.0,120602.4,8.0,10.26,0.0,1.0,77.8,4.0,False,False,False
17050.0,35000.0,7.0,17.14,0.0,1.0,80.9,0.0,True,True,False
20000.0,95000.0,12.0,15.71,0.0,2.0,16.6,10.0,False,True,False
19400.0,140000.0,10.0,19.32,0.0,0.0,50.0,6.0,False,True,False
3000.0,30000.0,8.0,19.32,1.0,0.0,37.8,8.0,False,True,False
10000.0,45000.0,12.0,14.64,1.0,0.0,5.2,3.0,True,False,False
12000.0,93318.0,7.0,5.56,0.0,0.0,0.0,10.0,False,True,False
25000.0,85000.0,15.0,12.56,0.0,1.0,47.5,3.0,False,True,False
11000.0,50400.0,6.0,5.9,0.0,0.0,46.5,7.0,False,True,False
6000.0,165000.0,9.0,13.27,1.0,2.0,50.5,1.0,False,True,False
5600.0,65000.0,8.0,17.34,0.0,0.0,38.1,4.0,False,True,False
35000.0,65000.0,9.0,16.5,1.0,0.0,45.5,10.0,True,True,False
2400.0,40000.0,5.0,3.81,0.0,0.0,39.1,6.0,False,False,False
8000.0,60000.0,9.0,21.94,0.0,0.0,80.1,5.0,True,True,False
10000.0,51600.0,4.0,8.93,0.0,1.0,1.2,10.0,False,True,False
4800.0,32000.0,3.0,22.58,1.0,2.0,0.0,3.0,False,False,False
9000.0,67596.0,15.0,13.7,0.0,2.0,71.6,0.0,False,True,False
28000.0,160000.0,12.0,12.05,0.0,3.0,31.3,10.0,False,True,False
6000.0,40000.0,4.0,6.66,0.0,1.0,82.8,0.0,True,True,False
1400.0,53408.0,9.0,24.87,0.0,0.0,70.9,8.0,False,False,False
4000.0,20000.0,5.0,24.48,0.0,0.0,5.7,5.0,False,False,False
9100.0,93330.0,11.0,9.71,0.0,0.0,73.3,2.0,False,True,False
19600.0,85000.0,12.0,21.47,0.0,2.0,92.9,4.0,False,True,False
5000.0,96000.0,8.0,12.53,3.0,0.0,77.4,1.0,False,False,False
4800.0,54996.0,11.0,8.9,0.0,3.0,55.5,7.0,True,True,False
6000.0,30000.0,6.0,2.8,1.0,0.0,51.1,10.0,False,True,False
5000.0,36996.0,8.0,10.96,0.0,1.0,19.8,3.0,False,False,False
3500.0,24000.0,4.0,6.0,1.0,0.0,43.1,3.0,False,False,False
7200.0,50000.0,8.0,5.21,0.0,1.0,45.9,4.0,False,False,False
10750.0,36960.0,11.0,18.44,0.0,2.0,76.1,10.0,False,True,False
9000.0,62400.0,5.0,15.63,0.0,2.0,0.0,10.0,False,False,False
7000.0,45000.0,6.0,17.71,0.0,0.0,91.7,6.0,False,True,False
35000.0,144000.0,19.0,22.4,1.0,1.0,63.7,10.0,True,True,False
21600.0,135000.0,10.0,11.62,1.0,1.0,78.1,1.0,True,True,False
7800.0,55000.0,9.0,11.32,0.0,2.0,50.8,2.0,False,False,False
9000.0,61300.0,12.0,20.42,0.0,2.0,73.1,1.0,False,False,False
4800.0,180000.0,13.0,11.87,2.0,0.0,62.4,2.0,True,True,False
23425.0,115000.0,9.0,17.84,0.0,0.0,92.7,0.0,False,True,False
15400.0,76092.0,6.0,9.21,0.0,0.0,55.1,3.0,False,True,False
9100.0,45000.0,9.0,15.47,3.0,2.0,68.1,10.0,False,True,False
11000.0,41280.0,3.0,0.0,2.0,0.0,0.0,3.0,False,False,False
8000.0,44100.0,8.0,14.39,0.0,1.0,75.9,2.0,False,True,False
3000.0,22800.0,3.0,20.37,2.0,3.0,34.5,3.0,False,True,False
8000.0,45000.0,7.0,13.23,0.0,0.0,63.3,5.0,False,True,False
5000.0,65004.0,8.0,15.21,1.0,1.0,84.5,3.0,True,False,False
8000.0,53140.0,5.0,12.19,0.0,2.0,11.6,1.0,False,True,False
12200.0,24000.0,7.0,14.7,1.0,0.0,19.1,4.0,False,True,False
33950.0,84000.0,11.0,23.73,0.0,0.0,55.6,3.0,False,True,False
5600.0,49008.0,15.0,17.87,0.0,1.0,64.6,3.0,False,True,False
10000.0,63000.0,11.0,7.94,0.0,1.0,11.2,7.0,True,True,False
7000.0,50000.0,6.0,7.06,0.0,0.0,61.6,1.0,False,False,False
4200.0,78000.0,14.0,13.82,5.0,1.0,85.2,10.0,False,False,False
18825.0,40000.0,15.0,21.15,0.0,1.0,35.0,10.0,True,True,False
2000.0,37440.0,4.0,8.08,0.0,0.0,83.3,2.0,True,True,False
30000.0,90996.0,10.0,18.63,1.0,2.0,41.6,0.0,False,True,False
8000.0,60000.0,11.0,7.7,2.0,0.0,84.8,4.0,False,True,False
6000.0,40000.0,4.0,7.65,0.0,2.0,62.8,10.0,False,False,True
30000.0,119500.0,10.0,20.51,0.0,3.0,52.2,4.0,False,True,False
11000.0,48000.0,5.0,21.38,0.0,0.0,42.6,10.0,False,True,False
7200.0,66560.0,8.0,7.99,0.0,0.0,26.2,10.0,False,False,False
22475.0,49000.0,6.0,16.7,0.0,1.0,60.1,10.0,False,True,False
3000.0,55000.0,9.0,12.94,0.0,0.0,76.5,6.0,False,False,False
15000.0,180000.0,9.0,5.98,0.0,0.0,8.1,9.0,False,False,False
14000.0,53000.0,9.0,22.55,0.0,2.0,68.4,2.0,True,True,False
5600.0,70000.0,22.0,17.91,1.0,1.0,30.6,6.0,False,True,False
2350.0,22000.0,12.0,22.96,3.0,1.0,42.3,2.0,False,False,False
4000.0,50000.0,12.0,21.26,0.0,0.0,63.9,6.0,False,False,False
12500.0,38400.0,7.0,24.81,0.0,3.0,87.6,4.0,False,False,False
8000.0,120000.0,4.0,0.68,0.0,0.0,3.7,5.0,False,False,False
26000.0,90696.0,10.0,3.28,2.0,0.0,31.2,10.0,False,True,False
2700.0,47500.0,14.0,19.81,0.0,1.0,18.3,8.0,False,False,False
30000.0,129000.0,9.0,10.96,0.0,2.0,80.1,10.0,False,True,False
3425.0,35000.0,6.0,13.65,0.0,1.0,42.4,4.0,False,False,False
1000.0,49000.0,12.0,17.93,0.0,0.0,67.4,3.0,False,False,False
12000.0,110000.0,4.0,7.82,0.0,1.0,79.5,0.0,False,False,False
15000.0,47000.0,11.0,10.34,0.0,0.0,61.0,7.0,False,False,False
20000.0,50000.0,15.0,19.54,0.0,1.0,24.1,10.0,False,False,False
14000.0,75000.0,16.0,17.39,1.0,2.0,63.1,2.0,False,True,False
4500.0,50000.0,9.0,12.82,5.0,0.0,39.6,0.0,False,False,False
35000.0,80000.0,3.0,17.07,1.0,0.0,94.7,10.0,True,False,True
12000.0,65000.0,8.0,23.04,0.0,0.0,68.9,5.0,False,True,False
16000.0,85000.0,2.0,7.04,1.0,0.0,13.56,9.0,False,False,False
6000.0,31200.0,7.0,13.65,0.0,2.0,79.4,1.0,True,False,False
12000.0,54996.0,5.0,12.2,0.0,0.0,78.7,3.0,False,False,False
12800.0,43900.0,10.0,15.55,0.0,0.0,59.7,6.0,False,True,True
24000.0,66000.0,4.0,19.2,3.0,2.0,7.7,8.0,False,True,False
8000.0,63189.0,6.0,18.12,0.0,0.0,71.8,10.0,False,False,False
6000.0,21600.0,2.0,1.39,1.0,0.0,26.1,2.0,False,False,False
30000.0,155004.0,11.0,8.55,0.0,3.0,60.3,6.0,False,True,False
19575.0,56000.0,9.0,21.58,0.0,0.0,39.9,10.0,False,True,False
5000.0,75000.0,5.0,1.34,0.0,3.0,27.4,6.0,False,False,False
25000.0,89500.0,17.0,17.23,0.0,2.0,23.1,0.0,False,True,False
16000.0,210000.0,8.0,0.73,0.0,0.0,0.0,2.0,False,True,False
35000.0,325000.0,3.0,6.12,0.0,2.0,84.5,5.0,False,True,False
35000.0,170000.0,11.0,8.37,0.0,0.0,39.5,4.0,False,False,False
25000.0,84996.0,8.0,14.39,1.0,0.0,76.7,2.0,False,True,False
4200.0,48000.0,6.0,11.82,0.0,0.0,52.2,4.0,False,False,False
18000.0,39996.0,4.0,18.09,0.0,1.0,74.2,0.0,False,True,False
12000.0,53000.0,8.0,16.62,0.0,0.0,29.9,10.0,True,True,False
15000.0,175000.0,4.0,5.44,0.0,1.0,31.0,5.0,True,True,False
12800.0,32000.0,8.0,4.16,0.0,0.0,55.5,8.0,False,True,False
3300.0,20400.0,6.0,6.59,1.0,0.0,8.7,6.0,False,False,False
12300.0,65000.0,9.0,7.29,0.0,1.0,20.1,6.0,False,False,False
24575.0,84700.0,18.0,23.18,0.0,2.0,70.1,10.0,True,True,False
20000.0,89200.0,16.0,17.37,0.0,2.0,35.5,10.0,False,True,False
17500.0,46000.0,13.0,12.21,0.0,0.0,10.4,10.0,False,True,False
16000.0,140000.0,7.0,10.83,0.0,1.0,83.6,10.0,False,True,False
20000.0,76800.0,12.0,28.58,0.0,1.0,49.3,4.0,True,True,False
10000.0,49992.0,8.0,7.83,0.0,1.0,42.2,8.0,False,True,False
4200.0,40000.0,4.0,4.44,0.0,1.0,44.2,0.0,False,False,False
15000.0,40000.0,3.0,2.46,0.0,3.0,11.2,4.0,False,True,False
4125.0,22812.72,12.0,22.46,1.0,0.0,33.5,5.0,False,False,False
15000.0,99000.0,7.0,19.78,0.0,0.0,84.4,3.0,False,True,False
14000.0,56000.0,11.0,16.44,0.0,3.0,66.1,10.0,False,True,True
5000.0,54500.0,26.0,22.77,0.0,3.0,72.3,4.0,True,True,True
17000.0,54000.0,7.0,21.8,0.0,2.0,39.3,6.0,False,True,False
3000.0,52000.0,6.0,16.75,0.0,3.0,8.9,10.0,False,False,False
4000.0,45600.0,6.0,11.21,0.0,1.0,19.0,8.0,False,True,False
6500.0,40000.0,6.0,19.29,1.0,2.0,23.8,1.0,False,False,False
5000.0,65544.0,10.0,20.89,0.0,2.0,83.1,4.0,False,False,True
26025.0,78636.0,12.0,1.75,0.0,0.0,6.7,8.0,False,True,False
5000.0,100000.0,14.0,14.16,1.0,0.0,55.9,4.0,False,False,False
12000.0,100000.0,9.0,6.43,0.0,2.0,49.5,0.0,False,True,False
8000.0,52680.0,16.0,19.02,1.0,2.0,15.1,10.0,False,False,False
8000.0,45000.0,14.0,15.28,0.0,0.0,87.8,1.0,False,False,False
12000.0,46000.0,8.0,9.39,0.0,2.0,83.5,10.0,True,True,True
16000.0,70000.0,9.0,1.03,0.0,0.0,6.2,4.0,False,True,False
24000.0,53000.0,5.0,17.03,1.0,0.0,96.7,0.0,False,False,True
16000.0,50000.0,7.0,21.48,0.0,0.0,55.2,7.0,True,True,False
8000.0,86000.0,5.0,2.53,0.0,2.0,61.9,3.0,False,False,False
2500.0,31000.0,11.0,18.5,1.0,3.0,49.7,1.0,False,False,False
8250.0,46500.0,16.0,28.75,0.0,0.0,26.2,10.0,False,True,False
12000.0,68947.2,20.0,20.42,0.0,0.0,36.0,6.0,False,True,False
13000.0,37000.0,4.0,13.2,1.0,3.0,0.0,2.0,True,False,False
15000.0,75000.0,9.0,9.89,0.0,1.0,23.1,0.0,False,False,False
10000.0,80000.0,9.0,16.25,1.0,1.0,61.4,1.0,True,True,False
5000.0,80000.0,13.0,20.34,1.0,0.0,30.3,10.0,False,False,False
8000.0,54000.0,6.0,14.69,0.0,0.0,95.2,3.0,False,False,False
3000.0,40560.0,15.0,7.37,0.0,0.0,21.1,8.0,False,False,False
5100.0,59500.0,8.0,15.54,0.0,1.0,69.1,8.0,False,False,False
12000.0,43680.0,4.0,17.91,0.0,0.0,64.2,0.0,False,False,False
11000.0,50000.0,16.0,7.15,0.0,1.0,22.6,4.0,False,False,False
12000.0,81744.0,8.0,17.2,1.0,0.0,86.3,2.0,False,False,False
15000.0,52000.0,9.0,11.26,0.0,0.0,24.2,8.0,False,False,False
6000.0,60000.0,7.0,9.44,0.0,0.0,0.0,3.0,False,True,False
7000.0,60000.0,10.0,15.02,1.0,3.0,41.2,0.0,False,False,False
12000.0,30000.0,6.0,19.56,1.0,0.0,39.3,2.0,False,False,False
5600.0,66500.0,16.0,12.85,0.0,3.0,57.9,2.0,True,False,False
6000.0,55000.0,5.0,20.51,0.0,1.0,0.5,2.0,False,True,False
24000.0,78000.0,9.0,13.95,0.0,0.0,43.0,10.0,True,True,True
4800.0,103641.0,13.0,4.43,1.0,1.0,21.5,10.0,False,False,False
6000.0,33864.0,6.0,19.45,2.0,0.0,72.0,2.0,False,False,False
15000.0,95000.0,14.0,23.63,2.0,0.0,78.8,10.0,False,True,False
14000.0,82000.0,12.0,19.42,0.0,1.0,18.3,0.0,False,False,False
12000.0,61000.0,14.0,18.73,0.0,2.0,66.3,9.0,False,True,False
24000.0,65000.0,8.0,11.34,2.0,2.0,31.8,10.0,False,True,False
24000.0,120000.0,10.0,4.02,0.0,0.0,50.2,3.0,False,True,True
16075.0,54000.0,4.0,10.8,0.0,0.0,46.5,3.0,False,False,False
8000.0,42000.0,8.0,14.03,0.0,3.0,75.4,6.0,True,False,False
6500.0,62467.0,8.0,16.19,0.0,0.0,81.2,0.0,False,False,False
3000.0,54000.0,8.0,18.11,1.0,0.0,35.5,10.0,False,False,False
9000.0,60000.0,19.0,9.34,0.0,0.0,21.0,10.0,True,True,False
10400.0,57600.0,25.0,10.17,1.0,1.0,49.2,1.0,False,False,False
25000.0,175000.0,4.0,0.23,0.0,0.0,15.9,1.0,False,False,False
1000.0,29000.0,10.0,17.05,1.0,1.0,18.7,4.0,False,False,False
10200.0,30000.0,7.0,18.48,0.0,0.0,85.3,2.0,True,True,False
1500.0,26400.0,8.0,22.64,0.0,0.0,52.1,10.0,False,False,False
5000.0,42000.0,7.0,8.46,0.0,0.0,37.6,6.0,False,False,False
35000.0,110000.0,14.0,8.71,0.0,2.0,46.3,10.0,False,True,False
3800.0,60000.0,7.0,10.52,0.0,0.0,33.5,3.0,False,False,False
13325.0,72000.0,5.0,17.35,0.0,2.0,25.0,2.0,False,True,False
35000.0,200000.0,22.0,15.47,0.0,1.0,32.0,3.0,False,False,False
2650.0,41280.0,11.0,18.14,0.0,1.0,36.8,6.0,False,True,False
21000.0,225000.0,13.0,16.53,0.0,0.0,16.7,10.0,False,False,False
16000.0,60000.0,4.0,14.22,1.0,0.0,75.7,5.0,False,True,False
4000.0,43200.0,4.0,9.56,0.0,0.0,82.5,10.0,False,False,True
14000.0,85000.0,11.0,18.28,0.0,1.0,87.9,10.0,False,False,False
17000.0,45000.0,4.0,24.05,1.0,1.0,61.2,3.0,False,True,False
6400.0,75000.0,5.0,3.09,0.0,0.0,7.3,3.0,False,True,False
27300.0,52400.0,7.0,16.03,0.0,0.0,67.4,10.0,True,True,True
14800.0,70000.0,5.0,1.51,1.0,0.0,14.1,6.0,True,True,False
4000.0,25000.0,18.0,20.78,1.0,2.0,52.6,0.0,False,True,False
13750.0,80000.0,12.0,18.9,1.0,1.0,72.6,2.0,True,True,False
30000.0,69996.0,4.0,6.26,0.0,0.0,95.2,5.0,False,True,False
35000.0,120000.0,11.0,14.14,0.0,0.0,75.5,0.0,False,True,False
4000.0,42000.0,4.0,0.91,1.0,0.0,1.3,5.0,False,False,False
15000.0,52000.0,11.0,22.38,1.0,0.0,50.1,7.0,False,True,True
3900.0,42000.0,15.0,20.46,0.0,1.0,53.2,10.0,False,True,False
12000.0,45000.0,7.0,12.75,1.0,2.0,75.0,1.0,False,True,False
6000.0,33600.0,7.0,2.86,1.0,1.0,24.4,2.0,False,False,False
3000.0,149400.0,11.0,9.58,0.0,0.0,99.3,4.0,True,False,False
5000.0,100000.0,3.0,1.52,0.0,2.0,86.0,7.0,False,True,False
6400.0,35000.0,3.0,12.96,0.0,1.0,10.0,6.0,False,True,False
30000.0,93468.0,11.0,18.87,1.0,1.0,66.3,10.0,True,True,False
12000.0,48000.0,8.0,13.63,0.0,1.0,63.3,6.0,False,True,False
3000.0,26400.0,8.0,17.68,1.0,2.0,21.4,7.0,False,False,False
5600.0,35000.0,9.0,24.99,0.0,1.0,67.1,1.0,False,False,False
21250.0,65000.0,8.0,22.1,2.0,2.0,92.7,2.0,False,True,False
12000.0,61000.0,8.0,10.41,0.0,0.0,44.7,3.0,False,False,False
8000.0,35424.0,4.0,17.48,2.0,3.0,9.7,5.0,False,True,False
20000.0,55000.0,25.0,22.1,0.0,0.0,51.1,10.0,True,True,False
19200.0,87500.0,12.0,13.39,0.0,1.0,44.1,5.0,False,True,False
12700.0,50000.0,15.0,24.79,1.0,0.0,38.8,4.0,True,True,False
15000.0,119000.0,4.0,8.55,0.0,0.0,66.8,7.0,False,True,False
7000.0,46000.0,10.0,11.56,3.0,1.0,11.5,2.0,False,False,False
4000.0,110000.0,21.0,15.36,0.0,0.0,31.7,3.0,False,False,False
10000.0,50000.0,17.0,20.3,0.0,0.0,23.3,10.0,False,False,False
2400.0,30000.0,6.0,9.04,0.0,2.0,29.1,6.0,False,False,True
35000.0,122000.0,9.0,0.65,1.0,3.0,2.1,1.0,False,False,False
2000.0,32640.0,6.0,6.62,0.0,0.0,45.4,5.0,True,False,False
8000.0,29894.0,16.0,21.28,0.0,0.0,34.5,10.0,False,False,False
2800.0,41496.0,3.0,0.0,0.0,2.0,0.0,10.0,True,False,False
10000.0,65496.0,11.0,13.81,0.0,1.0,13.4,10.0,False,False,False
4000.0,65600.0,5.0,5.47,0.0,2.0,40.3,5.0,False,False,False
4500.0,120000.0,9.0,18.25,0.0,1.0,28.2,9.0,False,True,False
5200.0,52000.0,7.0,9.51,0.0,2.0,14.8,3.0,False,False,False
30000.0,84996.0,11.0,20.27,0.0,0.0,40.6,2.0,False,True,False
7000.0,31543.2,7.0,21.15,0.0,0.0,69.8,5.0,False,True,False
6000.0,125000.0,12.0,6.47,0.0,0.0,17.2,2.0,False,False,False
28000.0,90000.0,16.0,24.16,2.0,2.0,1.9,4.0,False,True,False
8000.0,43000.0,5.0,12.92,0.0,3.0,43.4,2.0,False,False,False
20000.0,95000.0,16.0,20.1,1.0,1.0,35.5,6.0,False,False,False
15000.0,60000.0,4.0,14.92,1.0,0.0,8.58,10.0,False,False,False
5000.0,41004.0,5.0,11.15,0.0,1.0,69.9,5.0,False,False,False
7600.0,42000.0,8.0,18.0,0.0,1.0,63.3,8.0,False,False,False
9000.0,65000.0,15.0,9.1,0.0,4.0,4.7,10.0,False,False,False
30000.0,110004.0,13.0,13.23,0.0,1.0,36.4,4.0,False,True,False
12000.0,75000.0,8.0,16.46,3.0,0.0,25.4,4.0,False,False,False
