loan_amnt,annual_inc,open_acc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,term,grade,emp_length,home_ownership,purpose,defaulted
12000.0,198000.0,9.0,9.24,0.0,0.0,42.0,0.0,53314.0,19.8,31.0,0.0,36,A,8,MORTGAGE,debt_consolidation,False
30000.0,129000.0,11.0,15.15,0.0,0.0,51.0,0.0,38900.0,81.8,31.0,0.0,60,E,10,MORTGAGE,debt_consolidation,False
30000.0,150000.0,9.0,2.62,1.0,1.0,20.0,0.0,12575.0,60.2,29.0,0.0,60,E,5,MORTGAGE,debt_consolidation,False
10000.0,65000.0,19.0,21.97,1.0,1.0,6.0,0.0,49625.0,57.2,27.0,0.0,36,C,3,MORTGAGE,house,False
15000.0,48000.0,9.0,11.13,1.0,2.0,6.0,0.0,10645.0,66.1,18.0,0.0,36,B,7,OWN,home_improvement,False
7500.0,47500.0,5.0,19.12,4.0,0.0,19.0,0.0,2088.0,52.2,17.0,0.0,36,B,2,RENT,debt_consolidation,False
20000.0,125000.0,7.0,11.32,0.0,0.0,77.0,0.0,9083.0,63.5,11.0,0.0,60,D,10,MORTGAGE,debt_consolidation,True
28000.0,252000.0,13.0,11.31,2.0,1.0,13.0,0.0,19701.0,54.4,32.0,0.0,60,E,2,MORTGAGE,house,False
15000.0,100000.0,10.0,17.06,0.0,0.0,48.0,0.0,18707.0,43.6,29.0,0.0,36,A,4,RENT,debt_consolidation,False
1700.0,63000.0,5.0,12.23,0.0,0.0,31.0,0.0,9205.0,90.2,14.0,0.0,36,A,10,MORTGAGE,major_purchase,False
17000.0,61000.0,9.0,13.69,0.0,0.0,27.0,0.0,13883.0,52.0,23.0,0.0,36,B,4,RENT,debt_consolidation,False
15000.0,65000.0,11.0,21.64,0.0,2.0,62.0,0.0,12885.0,53.0,43.0,0.0,36,B,10,MORTGAGE,debt_consolidation,False
7550.0,20400.0,4.0,13.47,0.0,2.0,48.0,0.0,3931.0,75.6,17.0,0.0,36,C,3,RENT,debt_consolidation,True
9200.0,40000.0,8.0,8.61,0.0,3.0,56.0,0.0,4984.0,35.6,14.0,0.0,60,C,4,OWN,small_business,False
1500.0,42769.0,8.0,15.15,0.0,0.0,31.0,0.0,3989.0,41.6,20.0,0.0,36,A,3,RENT,credit_card,False
16750.0,72000.0,9.0,15.85,0.0,3.0,34.0,0.0,4831.0,61.2,24.0,0.0,60,B,10,OWN,debt_consolidation,False
18000.0,175000.0,12.0,9.22,2.0,0.0,3.0,0.0,68272.0,28.5,29.0,0.0,36,B,10,MORTGAGE,small_business,False
18000.0,350000.0,15.0,9.73,0.0,0.0,47.0,0.0,101930.0,26.9,31.0,0.0,36,B,3,MORTGAGE,home_improvement,False
16800.0,120000.0,5.0,5.48,1.0,1.0,20.0,1.0,4492.0,78.8,9.0,1.0,36,D,0,MORTGAGE,debt_consolidation,False
13250.0,34000.0,7.0,21.0,0.0,2.0,57.0,0.0,10957.0,86.3,16.0,0.0,60,D,6,RENT,debt_consolidation,True
10400.0,93000.0,13.0,5.99,1.0,0.0,21.0,0.0,2234.0,8.5,22.0,0.0,60,C,10,OWN,major_purchase,False
4500.0,24000.0,12.0,12.65,1.0,2.0,21.0,0.0,1766.0,47.7,21.0,0.0,36,C,3,OWN,other,False
14000.0,70000.0,8.0,8.19,0.0,1.0,33.0,0.0,5870.0,81.5,19.0,0.0,60,E,0,RENT,debt_consolidation,True
8000.0,65000.0,12.0,9.27,1.0,0.0,23.0,0.0,14044.0,36.1,21.0,0.0,36,A,3,MORTGAGE,debt_consolidation,False
17850.0,58800.0,15.0,23.37,4.0,1.0,10.0,0.0,25986.0,62.8,32.0,0.0,60,E,10,MORTGAGE,debt_consolidation,True
3900.0,52000.0,5.0,19.04,0.0,0.0,32.0,0.0,4915.0,93.4,16.0,0.0,36,C,8,MORTGAGE,credit_card,False
22000.0,41000.0,10.0,24.56,0.0,3.0,76.0,0.0,17957.0,53.8,21.0,0.0,60,C,10,MORTGAGE,debt_consolidation,True
3200.0,30000.0,14.0,10.52,1.0,1.0,11.0,0.0,2847.0,5.3,22.0,0.0,36,A,6,RENT,credit_card,False
16800.0,38269.33,6.0,12.07,0.0,1.0,30.0,0.0,4557.0,91.1,14.0,0.0,60,F,4,MORTGAGE,debt_consolidation,True
4800.0,96000.0,9.0,12.05,1.0,0.0,2.0,0.0,26362.0,81.1,26.0,0.0,36,B,1,MORTGAGE,other,False
35000.0,108000.0,8.0,3.4,0.0,0.0,24.0,0.0,47827.0,0.0,34.0,0.0,36,A,2,OWN,small_business,False
18000.0,100000.0,9.0,18.39,0.0,1.0,65.0,0.0,14137.0,59.2,23.0,0.0,36,C,4,RENT,debt_consolidation,False
14000.0,249996.0,3.0,4.98,0.0,2.0,79.0,0.0,1066.0,42.6,8.0,0.0,36,C,4,MORTGAGE,other,False
7500.0,85000.0,8.0,4.9,2.0,2.0,7.0,0.0,1984.0,25.8,23.0,0.0,36,B,10,MORTGAGE,debt_consolidation,False
15000.0,60000.0,9.0,24.6,0.0,0.0,81.0,0.0,17343.0,50.6,35.0,0.0,60,D,7,RENT,debt_consolidation,False
5000.0,99996.0,10.0,16.37,2.0,2.0,9.0,0.0,73961.0,98.0,25.0,0.0,60,E,2,MORTGAGE,other,False
12000.0,60000.0,9.0,11.56,2.0,1.0,4.0,0.0,4698.0,11.5,28.0,0.0,36,B,1,RENT,debt_consolidation,False
4200.0,30873.6,8.0,18.07,0.0,1.0,43.0,0.0,320.0,9.1,16.0,0.0,36,B,8,MORTGAGE,vacation,False
8000.0,79985.0,30.0,3.9,0.0,3.0,61.0,2.0,3431.0,31.8,57.0,0.0,36,F,6,MORTGAGE,home_improvement,False
25000.0,320000.0,10.0,6.46,1.0,0.0,17.0,0.0,28966.0,71.2,22.0,0.0,60,E,10,MORTGAGE,home_improvement,False
21000.0,112511.52,6.0,13.05,0.0,2.0,45.0,0.0,0.0,0.0,40.0,0.0,36,D,1,RENT,debt_consolidation,True
20000.0,54000.0,5.0,17.78,1.0,1.0,14.0,0.0,3836.0,80.9,20.0,0.0,60,E,10,OWN,major_purchase,True
20000.0,64000.0,19.0,12.53,0.0,1.0,45.0,0.0,6647.0,21.5,30.0,0.0,60,D,10,MORTGAGE,debt_consolidation,True
12300.0,75000.0,24.0,13.62,0.0,0.0,68.0,0.0,11749.0,39.4,50.0,0.0,60,E,5,MORTGAGE,debt_consolidation,False
10000.0,45000.0,8.0,16.37,3.0,0.0,5.0,0.0,1379.0,68.9,13.0,0.0,36,D,10,RENT,debt_consolidation,False
15000.0,75000.0,5.0,5.18,0.0,0.0,44.0,0.0,9698.0,64.7,28.0,0.0,36,A,5,MORTGAGE,small_business,True
1500.0,33600.0,8.0,13.71,2.0,3.0,10.0,0.0,832.0,55.5,25.0,0.0,36,C,6,RENT,other,False
11800.0,126000.0,9.0,22.72,1.0,1.0,12.0,0.0,45474.0,84.0,31.0,0.0,36,C,7,MORTGAGE,credit_card,False
4800.0,55000.0,16.0,16.52,0.0,3.0,53.0,0.0,3304.0,34.1,23.0,0.0,36,B,6,OWN,debt_consolidation,False
6175.0,50880.0,9.0,20.54,0.0,0.0,34.0,0.0,3435.0,30.9,25.0,0.0,60,B,10,MORTGAGE,other,False
6000.0,60000.0,3.0,3.86,0.0,0.0,77.0,0.0,2986.0,99.5,12.0,0.0,60,E,5,RENT,major_purchase,False
24000.0,89000.0,6.0,9.59,1.0,1.0,6.0,0.0,0.0,0.0,36.0,0.0,60,E,10,MORTGAGE,debt_consolidation,False
10000.0,38400.0,7.0,14.19,1.0,0.0,23.0,1.0,15721.0,46.9,14.0,1.0,36,A,10,RENT,debt_consolidation,True
13800.0,75000.0,13.0,17.34,0.0,0.0,53.0,0.0,13086.0,40.7,27.0,0.0,36,B,4,MORTGAGE,debt_consolidation,False
2500.0,64000.0,7.0,14.04,1.0,0.0,9.0,0.0,3167.0,68.8,11.0,0.0,36,B,3,RENT,debt_consolidation,False
5000.0,72000.0,16.0,24.92,1.0,0.0,21.0,0.0,727.0,48.5,21.0,0.0,36,A,3,MORTGAGE,wedding,False
10000.0,60000.0,7.0,3.66,0.0,0.0,27.0,0.0,6107.0,56.5,29.0,0.0,36,C,10,RENT,debt_consolidation,False
18400.0,93000.0,13.0,13.82,1.0,0.0,21.0,0.0,31992.0,75.6,48.0,0.0,60,E,10,RENT,debt_consolidation,False
6800.0,77500.0,8.0,7.62,0.0,0.0,42.0,0.0,14013.0,68.7,13.0,0.0,36,B,0,RENT,debt_consolidation,False
15000.0,75531.0,11.0,14.92,1.0,1.0,15.0,0.0,20270.0,95.0,15.0,0.0,36,D,3,RENT,credit_card,False
7000.0,65000.0,7.0,8.42,0.0,1.0,41.0,0.0,5143.0,55.3,16.0,0.0,36,A,1,MORTGAGE,home_improvement,False
4800.0,52800.0,5.0,3.27,2.0,1.0,4.0,0.0,7151.0,61.1,19.0,0.0,36,C,1,MORTGAGE,home_improvement,False
12000.0,120000.0,10.0,9.36,1.0,0.0,9.0,0.0,41032.0,88.1,29.0,0.0,60,C,5,RENT,small_business,False
2000.0,50000.0,5.0,8.3,0.0,0.0,37.0,0.0,3849.0,85.5,9.0,0.0,36,B,0,RENT,credit_card,False
7000.0,52000.0,6.0,15.83,1.0,0.0,10.0,0.0,5720.0,96.9,25.0,0.0,36,B,3,RENT,credit_card,False
14400.0,50400.0,10.0,20.98,0.0,3.0,73.0,0.0,13404.0,89.4,20.0,0.0,60,F,10,MORTGAGE,debt_consolidation,True
7000.0,75000.0,7.0,13.49,0.0,3.0,61.0,0.0,7713.0,74.2,15.0,0.0,36,B,10,OWN,debt_consolidation,False
9000.0,57000.0,9.0,15.71,0.0,3.0,66.0,0.0,10455.0,56.8,22.0,0.0,36,C,6,MORTGAGE,debt_consolidation,False
13800.0,50000.0,3.0,1.68,0.0,0.0,40.0,0.0,2766.0,40.1,11.0,0.0,60,D,8,RENT,medical,True
13800.0,62000.0,10.0,9.7,0.0,0.0,51.0,0.0,5364.0,38.6,31.0,0.0,60,D,10,MORTGAGE,wedding,False
3200.0,31200.0,4.0,3.88,0.0,0.0,30.0,0.0,0.0,0.0,12.0,0.0,36,B,3,MORTGAGE,small_business,False
16000.0,95000.0,7.0,19.82,0.0,3.0,49.0,0.0,9011.0,54.0,13.0,0.0,36,D,2,RENT,debt_consolidation,True
8000.0,33600.0,6.0,12.32,0.0,0.0,45.0,0.0,1281.0,13.8,24.0,0.0,36,A,8,MORTGAGE,credit_card,False
12000.0,70000.0,7.0,4.47,1.0,0.0,7.0,0.0,2549.0,52.0,26.0,0.0,36,D,0,MORTGAGE,debt_consolidation,False
9000.0,60000.0,9.0,2.88,0.0,2.0,25.0,0.0,3832.0,49.8,25.0,0.0,60,D,10,MORTGAGE,home_improvement,False
35000.0,120000.0,16.0,22.88,0.0,0.0,42.0,0.0,115836.0,82.1,38.0,0.0,60,E,10,MORTGAGE,major_purchase,False
25000.0,99600.0,13.0,5.17,0.0,3.0,69.0,1.0,15459.0,59.3,18.0,0.0,60,E,5,MORTGAGE,debt_consolidation,False
7600.0,36000.0,9.0,20.5,0.0,3.0,30.0,0.0,6695.0,54.3,21.0,0.0,60,D,2,RENT,other,True
20000.0,198204.0,13.0,8.82,1.0,2.0,20.0,0.0,109993.0,19.5,43.0,0.0,60,D,5,MORTGAGE,home_improvement,False
5400.0,50000.0,7.0,4.25,2.0,0.0,8.0,1.0,4371.0,57.5,31.0,1.0,36,B,3,MORTGAGE,debt_consolidation,True
5000.0,73500.0,2.0,0.52,0.0,2.0,24.0,0.0,1340.0,29.8,9.0,0.0,36,C,3,RENT,major_purchase,False
15000.0,102000.0,6.0,14.15,0.0,3.0,31.0,0.0,0.0,5.33,14.0,0.0,36,D,8,MORTGAGE,credit_card,False
6500.0,129996.0,8.0,14.28,0.0,0.0,36.0,0.0,5961.0,17.5,26.0,0.0,60,A,5,MORTGAGE,car,False
5000.0,65000.0,4.0,22.06,0.0,2.0,56.0,0.0,0.0,0.0,12.0,0.0,36,C,10,RENT,debt_consolidation,False
7000.0,60000.0,6.0,12.28,1.0,2.0,4.0,0.0,3243.0,40.5,34.0,0.0,36,D,10,OWN,major_purchase,True
10500.0,38400.0,8.0,19.81,0.0,1.0,31.0,0.0,5392.0,35.5,19.0,0.0,36,B,6,RENT,debt_consolidation,False
4400.0,26496.0,9.0,22.55,0.0,0.0,81.0,0.0,2594.0,48.9,13.0,0.0,36,B,7,OWN,debt_consolidation,False
28000.0,72000.0,7.0,15.77,0.0,0.0,78.0,0.0,17345.0,72.6,13.0,0.0,60,F,10,RENT,debt_consolidation,False
5000.0,101000.0,8.0,3.43,0.0,1.0,56.0,0.0,5715.0,4.0,16.0,0.0,36,A,8,MORTGAGE,home_improvement,False
19000.0,49000.0,19.0,22.36,0.0,0.0,55.0,0.0,22092.0,62.0,34.0,0.0,36,B,6,OWN,debt_consolidation,False
12000.0,38000.0,3.0,15.91,0.0,0.0,30.0,0.0,2480.0,57.7,7.0,0.0,60,E,10,OWN,credit_card,False
6000.0,50000.0,3.0,11.71,0.0,2.0,37.0,0.0,10158.0,97.7,22.0,0.0,36,C,3,OWN,credit_card,False
15000.0,65000.0,3.0,7.88,0.0,0.0,50.0,0.0,15485.0,64.8,11.0,0.0,36,B,1,MORTGAGE,debt_consolidation,False
15600.0,56964.0,7.0,0.86,0.0,0.0,37.0,0.0,1355.0,11.9,14.0,0.0,60,A,0,MORTGAGE,home_improvement,True
9000.0,48000.0,7.0,22.63,1.0,1.0,7.0,0.0,5700.0,61.3,16.0,0.0,36,C,3,RENT,major_purchase,False
10000.0,39996.0,5.0,11.82,0.0,0.0,56.0,0.0,8943.0,61.3,12.0,0.0,36,B,2,RENT,debt_consolidation,False
15000.0,63996.0,11.0,7.76,0.0,0.0,67.0,0.0,12664.0,71.5,16.0,0.0,60,E,10,MORTGAGE,debt_consolidation,False
20000.0,45000.0,9.0,16.16,0.0,1.0,73.0,0.0,19872.0,82.4,26.0,0.0,60,D,0,MORTGAGE,small_business,False
3750.0,480000.0,17.0,7.95,2.0,1.0,5.0,0.0,86345.0,8.1,63.0,0.0,36,D,10,MORTGAGE,home_improvement,False
16000.0,82000.0,8.0,16.95,1.0,0.0,4.0,0.0,14936.0,73.9,25.0,0.0,36,B,2,RENT,debt_consolidation,False
2100.0,39000.0,10.0,22.8,0.0,0.0,41.0,0.0,1087.0,36.2,24.0,0.0,36,B,3,RENT,moving,False
2200.0,52416.0,6.0,19.46,0.0,0.0,27.0,0.0,2781.0,33.9,29.0,0.0,36,B,10,RENT,car,False
20000.0,30000.0,9.0,14.76,0.0,6.0,26.0,0.0,3670.0,31.9,34.0,0.0,60,C,6,MORTGAGE,debt_consolidation,False
7200.0,120000.0,16.0,19.42,1.0,3.0,3.0,0.0,5550.0,10.9,32.0,0.0,36,B,10,MORTGAGE,debt_consolidation,False
15000.0,78000.0,10.0,19.94,0.0,0.0,74.0,0.0,9146.0,84.7,28.0,0.0,60,D,7,MORTGAGE,credit_card,True
7500.0,50400.0,8.0,13.57,0.0,0.0,43.0,0.0,5458.0,33.7,27.0,0.0,36,A,4,RENT,car,True
24000.0,60000.0,4.0,8.96,0.0,1.0,52.0,0.0,323.0,7.0,17.0,0.0,60,D,10,RENT,small_business,True
10000.0,38400.0,4.0,10.03,0.0,1.0,57.0,0.0,6748.0,67.5,16.0,0.0,36,C,5,OWN,debt_consolidation,False
7500.0,68000.0,13.0,19.76,0.0,1.0,76.0,0.0,9636.0,59.2,24.0,0.0,36,B,0,RENT,car,False
2000.0,39000.0,2.0,8.89,0.0,2.0,42.0,0.0,1474.0,98.3,13.0,0.0,60,F,2,RENT,other,False
14400.0,62000.0,9.0,9.27,0.0,1.0,41.0,0.0,5878.0,27.3,21.0,0.0,60,C,3,MORTGAGE,home_improvement,False
20000.0,70000.0,7.0,12.33,0.0,0.0,38.0,0.0,25413.0,95.9,18.0,0.0,36,B,10,MORTGAGE,other,False
13000.0,85000.0,12.0,14.47,3.0,0.0,4.0,0.0,18012.0,58.1,56.0,0.0,60,D,8,MORTGAGE,other,False
12000.0,165500.0,9.0,20.77,2.0,1.0,2.0,0.0,0.0,0.0,38.0,0.0,36,C,9,MORTGAGE,small_business,False
20000.0,65000.0,13.0,12.59,1.0,1.0,8.0,0.0,5502.0,59.5,40.0,0.0,60,D,0,MORTGAGE,debt_consolidation,False
4000.0,58800.0,11.0,24.14,0.0,1.0,73.0,1.0,12672.0,72.0,17.0,1.0,36,B,4,RENT,other,True
6000.0,36396.0,31.0,21.2,1.0,2.0,11.0,0.0,8054.0,33.6,39.0,0.0,60,F,1,MORTGAGE,debt_consolidation,False
10000.0,35000.0,12.0,22.05,0.0,0.0,24.0,0.0,8752.0,83.4,27.0,0.0,36,B,3,MORTGAGE,credit_card,False
12800.0,36000.0,5.0,8.47,1.0,3.0,9.0,1.0,688.0,11.5,7.0,1.0,36,C,10,RENT,other,True
12000.0,65000.0,13.0,4.73,2.0,0.0,8.0,0.0,9920.0,60.5,34.0,0.0,36,B,1,RENT,debt_consolidation,False
35000.0,125000.0,7.0,7.45,1.0,0.0,22.0,0.0,31414.0,64.8,26.0,0.0,60,D,8,MORTGAGE,debt_consolidation,False
15000.0,55000.0,15.0,22.76,0.0,0.0,24.0,0.0,15157.0,73.9,32.0,0.0,36,C,5,OWN,credit_card,False
4650.0,85000.0,14.0,17.18,0.0,1.0,33.0,0.0,16564.0,52.8,34.0,0.0,36,C,10,MORTGAGE,small_business,False
4000.0,66000.0,9.0,23.56,1.0,1.0,2.0,0.0,5472.0,28.4,21.0,0.0,60,D,1,MORTGAGE,debt_consolidation,False
5200.0,57000.0,7.0,0.32,0.0,2.0,33.0,0.0,889.0,7.5,16.0,0.0,60,B,1,MORTGAGE,home_improvement,True
5400.0,25104.0,5.0,16.97,0.0,3.0,49.0,0.0,4771.0,90.0,11.0,0.0,36,D,0,OWN,debt_consolidation,False
14400.0,70000.0,10.0,7.37,0.0,0.0,75.0,0.0,3476.0,14.7,20.0,0.0,60,A,8,MORTGAGE,credit_card,False
5000.0,53500.0,20.0,17.59,0.0,0.0,27.0,0.0,1890.0,70.0,25.0,0.0,36,C,3,MORTGAGE,debt_consolidation,False
25000.0,49200.0,12.0,22.07,0.0,2.0,32.0,0.0,27842.0,48.8,22.0,0.0,60,C,10,OWN,house,False
21000.0,37000.0,4.0,6.29,1.0,0.0,15.0,0.0,118.0,11.8,30.0,0.0,60,D,4,RENT,major_purchase,True
2800.0,50000.0,12.0,19.34,0.0,2.0,36.0,1.0,10810.0,27.5,30.0,0.0,36,B,0,OWN,house,False
12500.0,55000.0,9.0,11.24,1.0,0.0,7.0,0.0,6335.0,40.6,21.0,0.0,60,D,8,MORTGAGE,wedding,False
14400.0,83199.96,13.0,6.46,0.0,0.0,73.0,0.0,20727.0,34.6,40.0,0.0,36,A,2,MORTGAGE,debt_consolidation,False
35000.0,85000.0,4.0,15.44,0.0,0.0,70.0,0.0,0.0,0.0,15.0,0.0,60,C,9,RENT,small_business,False
22400.0,89196.0,17.0,18.96,1.0,2.0,12.0,0.0,22844.0,59.1,42.0,0.0,60,D,10,RENT,debt_consolidation,False
5500.0,38450.0,11.0,15.23,0.0,0.0,40.0,0.0,2343.0,22.1,16.0,0.0,36,A,6,MORTGAGE,debt_consolidation,False
9000.0,35500.0,17.0,23.8,1.0,1.0,18.0,0.0,5739.0,26.7,28.0,0.0,36,A,8,MORTGAGE,debt_consolidation,False
3000.0,48000.0,10.0,7.6,0.0,2.0,69.0,0.0,9524.0,64.4,14.0,0.0,36,B,4,MORTGAGE,home_improvement,False
14000.0,40404.0,5.0,26.08,0.0,0.0,68.0,0.0,13069.0,61.6,15.0,0.0,36,A,4,RENT,debt_consolidation,False
22200.0,82000.0,6.0,3.76,0.0,3.0,66.0,0.0,2113.0,96.0,12.0,0.0,60,G,3,RENT,other,False
4400.0,65000.0,6.0,15.49,0.0,0.0,46.0,0.0,1623.0,90.2,11.0,0.0,36,D,6,OWN,debt_consolidation,False
6400.0,41000.0,14.0,18.0,0.0,1.0,76.0,0.0,3936.0,10.0,25.0,0.0,36,B,0,MORTGAGE,home_improvement,False
6000.0,78500.0,7.0,14.97,0.0,1.0,40.0,0.0,8417.0,59.6,31.0,0.0,36,A,10,MORTGAGE,other,False
14125.0,30000.0,5.0,18.2,0.0,3.0,52.0,0.0,24339.0,50.5,18.0,0.0,36,C,4,RENT,debt_consolidation,False
7000.0,41000.0,5.0,6.47,0.0,0.0,37.0,0.0,4635.0,71.3,10.0,0.0,36,C,2,RENT,credit_card,False
20000.0,90000.0,4.0,15.77,1.0,1.0,20.0,0.0,4536.0,78.2,25.0,0.0,60,E,10,MORTGAGE,debt_consolidation,False
15000.0,54000.0,7.0,1.11,1.0,3.0,18.0,0.0,386.0,1.3,52.0,0.0,36,A,0,MORTGAGE,debt_consolidation,True
3700.0,186000.0,15.0,18.41,1.0,3.0,18.0,0.0,20945.0,48.0,63.0,0.0,36,B,0,MORTGAGE,credit_card,False
10000.0,38400.0,5.0,8.34,2.0,1.0,15.0,0.0,1482.0,51.1,13.0,0.0,36,C,5,RENT,medical,False
8850.0,60000.0,9.0,26.0,1.0,0.0,10.0,0.0,17964.0,30.8,19.0,0.0,36,A,5,MORTGAGE,major_purchase,False
12000.0,45000.0,8.0,3.87,0.0,0.0,60.0,1.0,5264.0,30.8,14.0,1.0,60,B,10,MORTGAGE,credit_card,True
35000.0,370008.0,9.0,1.82,0.0,0.0,70.0,0.0,29896.0,88.8,26.0,0.0,60,B,2,MORTGAGE,debt_consolidation,False
30000.0,105000.0,7.0,19.04,0.0,0.0,35.0,0.0,6569.0,73.0,54.0,0.0,60,E,9,MORTGAGE,debt_consolidation,False
10000.0,84996.0,8.0,8.44,1.0,2.0,6.0,0.0,1928.0,23.0,42.0,0.0,36,C,0,RENT,debt_consolidation,True
10500.0,38000.0,19.0,16.64,0.0,2.0,27.0,0.0,11762.0,68.7,36.0,0.0,36,C,3,RENT,debt_consolidation,False
18825.0,65000.0,7.0,11.91,0.0,0.0,32.0,0.0,13311.0,79.7,43.0,0.0,60,D,6,MORTGAGE,debt_consolidation,True
5000.0,38000.0,8.0,20.49,1.0,2.0,7.0,0.0,7351.0,55.0,22.0,0.0,36,B,5,MORTGAGE,small_business,False
6500.0,30000.0,17.0,11.04,0.0,1.0,37.0,0.0,5648.0,60.7,40.0,0.0,36,B,0,RENT,credit_card,False
3000.0,60000.0,3.0,2.54,3.0,0.0,20.0,2.0,0.0,0.0,10.0,0.0,36,D,5,RENT,medical,True
8300.0,50000.0,9.0,2.88,0.0,1.0,56.0,0.0,3580.0,41.6,16.0,0.0,36,A,5,OWN,debt_consolidation,True
12000.0,28800.0,2.0,8.33,0.0,0.0,31.0,0.0,0.0,10.61,12.0,0.0,60,B,3,OWN,other,False
8000.0,50000.0,7.0,7.87,1.0,0.0,8.0,0.0,36285.0,84.4,20.0,0.0,36,B,8,MORTGAGE,wedding,True
17000.0,75996.0,20.0,18.29,0.0,1.0,25.0,0.0,18680.0,72.4,44.0,0.0,36,D,4,MORTGAGE,debt_consolidation,False
11400.0,55000.0,3.0,2.27,0.0,0.0,75.0,0.0,2905.0,15.6,5.0,0.0,36,E,4,MORTGAGE,small_business,True
8000.0,32000.0,9.0,18.49,0.0,0.0,65.0,0.0,22762.0,93.3,24.0,0.0,36,B,0,RENT,credit_card,False
4500.0,66000.0,6.0,23.95,0.0,0.0,62.0,0.0,11722.0,87.5,10.0,0.0,36,B,10,RENT,debt_consolidation,True
14000.0,120000.0,16.0,6.81,0.0,2.0,30.0,1.0,4179.0,27.9,48.0,0.0,36,B,3,MORTGAGE,medical,False
6000.0,53800.0,8.0,18.45,0.0,1.0,39.0,0.0,7815.0,88.8,28.0,0.0,36,B,4,MORTGAGE,debt_consolidation,False
10225.0,35000.0,4.0,17.07,1.0,1.0,20.0,0.0,15545.0,88.6,26.0,0.0,36,B,2,MORTGAGE,debt_consolidation,False
10000.0,163008.0,8.0,4.69,1.0,0.0,22.0,0.0,10561.0,40.2,26.0,0.0,60,C,10,MORTGAGE,major_purchase,False
30000.0,103000.0,10.0,8.92,0.0,4.0,61.0,0.0,93178.0,40.6,27.0,0.0,60,C,10,OWN,small_business,True
5600.0,44582.0,4.0,13.22,2.0,0.0,18.0,0.0,2227.0,55.7,14.0,0.0,36,A,10,MORTGAGE,debt_consolidation,False
12000.0,34500.0,6.0,15.86,1.0,0.0,22.0,0.0,402.0,2.5,12.0,0.0,60,D,3,RENT,debt_consolidation,False
7200.0,75000.0,5.0,0.98,0.0,2.0,48.0,0.0,1166.0,97.2,12.0,0.0,36,C,8,MORTGAGE,other,False
6000.0,46000.0,13.0,9.73,0.0,3.0,45.0,0.0,2587.0,31.9,18.0,0.0,36,B,3,MORTGAGE,debt_consolidation,False
6800.0,70000.0,26.0,21.02,1.0,2.0,6.0,0.0,8877.0,29.8,42.0,0.0,36,E,10,MORTGAGE,debt_consolidation,False
11600.0,58000.0,6.0,8.3,0.0,1.0,83.0,0.0,2311.0,39.2,11.0,0.0,36,B,0,MORTGAGE,major_purchase,False
14000.0,90000.0,10.0,14.68,0.0,0.0,72.0,1.0,7412.0,87.2,35.0,0.0,36,B,6,MORTGAGE,debt_consolidation,True
5000.0,50004.0,7.0,3.62,0.0,3.0,29.0,0.0,5040.0,32.5,13.0,0.0,60,C,4,MORTGAGE,other,False
2400.0,57500.0,10.0,18.01,0.0,1.0,82.0,0.0,17418.0,97.9,20.0,0.0,36,C,3,RENT,moving,False
12000.0,50000.0,4.0,18.58,0.0,0.0,59.0,0.0,7049.0,80.1,22.0,0.0,36,B,0,RENT,debt_consolidation,False
33500.0,300000.0,2.0,2.77,0.0,1.0,31.0,0.0,657.0,13.1,14.0,0.0,60,F,10,RENT,debt_consolidation,True
6400.0,90000.0,13.0,11.43,0.0,0.0,62.0,0.0,8442.0,39.1,22.0,0.0,36,A,9,MORTGAGE,credit_card,False
8000.0,72252.0,10.0,8.77,0.0,1.0,34.0,0.0,28214.0,50.4,31.0,0.0,36,A,0,MORTGAGE,car,False
12000.0,72000.0,5.0,14.8,0.0,0.0,66.0,0.0,17149.0,55.3,19.0,0.0,60,C,7,RENT,credit_card,False
14000.0,48000.0,5.0,21.93,0.0,0.0,39.0,0.0,20857.0,61.3,9.0,0.0,36,D,2,RENT,debt_consolidation,False
5000.0,34800.0,4.0,18.83,1.0,0.0,13.0,0.0,5341.0,58.7,11.0,0.0,36,B,4,RENT,credit_card,False
13000.0,64000.0,10.0,9.32,0.0,1.0,25.0,0.0,8175.0,36.7,13.0,0.0,36,B,1,RENT,major_purchase,False
12300.0,55000.0,8.0,21.99,1.0,3.0,12.0,0.0,2833.0,42.9,39.0,0.0,36,C,0,RENT,debt_consolidation,False
1600.0,21600.0,4.0,21.0,1.0,1.0,20.0,0.0,963.0,96.3,8.0,0.0,36,D,10,RENT,home_improvement,False
9000.0,40800.0,17.0,19.74,0.0,0.0,78.0,0.0,10475.0,28.6,35.0,0.0,36,A,6,RENT,debt_consolidation,False
5000.0,40000.0,5.0,11.61,3.0,0.0,15.0,0.0,491.0,3.6,29.0,0.0,36,A,10,OWN,car,False
12000.0,60000.0,7.0,17.7,2.0,1.0,21.0,0.0,3625.0,19.1,53.0,0.0,36,C,0,RENT,other,False
30000.0,275000.0,13.0,8.15,0.0,0.0,26.0,0.0,1945.0,2.5,52.0,0.0,36,B,4,MORTGAGE,home_improvement,False
4000.0,40000.0,10.0,18.6,0.0,0.0,24.0,0.0,10998.0,33.1,14.0,0.0,36,B,3,MORTGAGE,debt_consolidation,True
