,gender,race,age,height,Colorblind
2110,male,white,14,152.64,False
2111,female,asian,19,159.17,False
2112,male,white,14,154.43,False
2113,female,white,21,160.39,False
2114,female,white,21,154.46,False
2115,female,white,21,154.54,False
2116,female,asian,19,152.97,False
2117,male,white,14,154.28,False
2118,female,asian,19,151.71,False
2119,male,white,14,157.01,False
2120,male,asian,21,156.35,False
2121,male,asian,21,148.61,False
2122,female,white,21,160.77,False
2123,male,black,28,166.67,False
2124,male,black,28,158.82,False
2125,female,asian,19,164.9,False
2126,female,black,29,156.39,False
2127,male,white,14,168.9,False
2128,female,asian,19,171.82,False
2129,female,white,21,167.51,False
2130,male,black,28,166.1,False
2131,male,asian,21,154.47,False
2132,female,black,29,171.36,False
2133,male,asian,21,143.9,False
2134,male,asian,21,164.03,False
2135,male,asian,21,158.74,False
2136,male,asian,21,157.98,False
2137,male,white,14,150.87,False
2138,male,asian,21,153.4,False
2139,female,white,21,162.05,False
2140,male,asian,21,151.12,False
2141,female,white,21,159.56,False
2142,female,white,21,150.1,False
2143,male,asian,21,173.07,False
2144,male,white,14,163.69,False
2145,female,asian,19,160.23,False
2146,female,asian,19,143.16,False
2147,male,asian,21,168.76,False
2148,female,asian,19,164.11,False
2149,male,black,28,158.08,False
2150,female,white,21,160.54,False
2151,male,white,14,160.82,False
2152,female,asian,19,182.59,False
2153,male,white,14,153.72,False
2154,male,asian,21,152.71,False
2155,male,asian,21,158.38,False
2156,male,white,14,162.97,False
2157,female,asian,19,165.52,False
2158,male,white,14,175.77,False
2159,male,asian,21,150.0,False
2160,male,asian,21,177.28,False
2161,female,white,21,147.33,False
2162,female,white,21,148.69,False
2163,male,asian,21,153.28,False
2164,female,white,21,164.71,False
2165,female,asian,19,160.54,False
2166,male,asian,21,153.99,False
2167,male,asian,21,161.82,False
2168,female,white,21,157.64,False
2169,male,black,28,164.89,False
2170,male,white,14,148.47,True
2171,female,white,21,162.26,False
2172,male,black,28,166.74,False
2173,female,asian,19,155.26,False
2174,female,asian,19,168.27,False
2175,male,black,28,160.74,False
2176,female,asian,19,166.46,False
2177,male,white,14,154.32,True
2178,female,asian,19,157.25,False
2179,female,asian,19,158.16,False
2180,female,asian,19,176.75,False
2181,female,white,21,154.79,False
2182,female,white,21,163.04,False
2183,male,asian,21,153.61,False
2184,female,asian,19,165.59,False
2185,male,white,14,159.5,False
2186,female,asian,19,166.05,False
2187,male,black,28,154.06,False
2188,female,asian,19,167.59,False
2189,female,asian,19,158.21,False
2190,male,asian,21,145.82,False
2191,male,white,14,164.3,True
2192,male,hispanic,23,144.01,False
2193,male,black,28,158.97,False
2194,male,asian,21,156.35,False
2195,female,black,29,142.75,False
2196,male,asian,21,168.93,False
2197,female,asian,19,158.87,False
2198,male,asian,21,142.42,False
2199,male,black,28,170.29,False
2200,male,asian,21,167.54,False
2201,male,white,14,172.04,False
2202,female,asian,19,164.73,False
2203,female,asian,19,157.88,False
2204,male,white,14,150.04,False
2205,male,asian,21,155.8,False
2206,male,hispanic,23,171.47,False
2207,female,white,21,155.57,False
2208,male,black,28,154.2,False
2209,female,white,21,151.17,False
2210,female,black,29,171.32,False
2211,female,black,29,145.76,False
2212,male,asian,21,163.3,False
2213,female,white,21,174.02,False
2214,male,black,28,155.43,False
2215,male,black,28,157.63,False
2216,male,asian,21,167.71,False
2217,male,asian,21,160.23,False
2218,female,asian,19,147.9,False
2219,female,asian,19,171.14,False
2220,male,white,14,154.01,False
2221,female,asian,19,161.92,False
2222,male,white,14,157.38,False
2223,male,black,28,148.3,False
2224,male,white,14,152.04,False
2225,female,white,21,163.58,False
2226,male,black,28,175.71,False
2227,male,hispanic,23,173.39,False
2228,female,asian,19,165.61,False
2229,female,white,21,177.06,False
2230,female,asian,19,159.82,False
2231,female,asian,19,158.59,False
2232,male,white,14,163.73,False
2233,female,asian,19,151.7,False
2234,female,asian,19,167.7,False
2235,male,white,14,165.45,False
2236,male,asian,21,161.4,False
2237,female,white,21,159.7,False
2238,male,asian,21,147.52,False
2239,male,white,14,166.62,False
2240,female,black,29,162.15,False
2241,female,asian,19,170.6,False
2242,male,asian,21,153.18,False
2243,female,black,29,134.07,False
2244,female,asian,19,154.77,False
2245,female,asian,19,161.09,False
2246,male,white,14,163.34,False
2247,male,black,28,137.42,False
2248,male,black,28,162.72,False
2249,male,asian,21,170.39,False
2250,female,white,21,157.75,False
2251,male,white,14,161.19,False
2252,male,asian,21,147.9,False
2253,female,asian,19,161.94,False
2254,female,asian,19,149.45,False
2255,female,asian,19,146.06,False
2256,female,white,21,160.66,False
2257,male,asian,21,156.06,False
2258,female,white,21,163.8,False
2259,female,asian,19,163.8,False
2260,female,asian,19,158.97,False
2261,male,white,14,153.54,False
2262,female,white,21,168.03,False
2263,female,white,21,159.81,False
2264,female,asian,19,165.49,False
2265,male,white,14,151.29,False
2266,female,white,21,149.44,False
2267,male,asian,21,155.86,False
2268,male,asian,21,176.48,False
2269,female,asian,19,165.57,False
2270,male,asian,21,156.9,False
2271,female,black,29,153.97,False
2272,male,asian,21,153.97,False
2273,male,asian,21,162.34,False
2274,male,asian,21,160.45,False
2275,female,asian,19,153.19,False
2276,male,asian,21,166.01,True
2277,male,white,14,145.5,False
2278,male,asian,21,162.21,False
2279,female,white,21,170.95,False
2280,male,white,14,154.35,False
2281,male,black,28,149.57,False
2282,female,asian,19,149.08,False
2283,male,asian,21,166.69,False
2284,female,white,21,155.59,False
2285,female,asian,19,176.34,False
2286,male,asian,21,163.45,False
2287,male,asian,21,163.32,False
2288,male,asian,21,160.46,False
2289,female,black,29,161.48,False
2290,female,black,29,167.42,False
2291,male,asian,21,173.22,False
2292,female,black,29,176.97,False
2293,female,black,29,163.17,False
2294,male,asian,21,168.49,False
2295,male,black,28,156.71,False
2296,male,asian,21,159.97,False
2297,male,asian,21,154.41,False
2298,male,white,14,160.54,False
2299,female,white,21,174.38,False
2300,male,white,14,165.42,True
2301,female,asian,19,160.12,False
2302,male,asian,21,150.99,False
2303,female,white,21,162.28,False
2304,male,white,14,161.83,False
2305,male,black,28,148.47,False
2306,male,asian,21,151.36,False
2307,male,asian,21,172.6,False
2308,female,white,21,173.82,False
2309,female,white,21,156.44,False
2310,male,black,28,165.67,False
2311,female,asian,19,174.13,False
2312,female,asian,19,171.77,False
2313,female,asian,19,149.79,False
2314,male,white,14,148.67,True
2315,female,black,29,170.74,False
2316,female,white,21,158.66,False
2317,male,asian,21,159.24,False
2318,male,asian,21,146.92,True
2319,female,black,29,153.63,False
2320,male,asian,21,160.54,False
2321,female,asian,19,159.68,False
2322,female,white,21,158.13,True
2323,male,white,14,161.26,False
2324,female,white,21,155.43,False
2325,female,black,29,153.68,False
2326,female,white,21,171.82,False
2327,male,asian,21,153.41,False
2328,female,white,21,159.71,False
2329,female,white,21,158.31,False
2330,female,black,29,159.55,False
2331,female,white,21,164.98,False
2332,female,asian,19,163.4,False
2333,female,black,29,147.59,False
2334,female,black,29,158.05,False
2335,female,asian,19,163.78,False
2336,male,white,14,156.27,False
2337,female,white,21,153.2,False
2338,female,black,29,151.3,False
2339,female,black,29,158.24,False
2340,male,asian,21,171.76,False
2341,male,black,28,151.7,False
2342,female,asian,19,167.19,False
2343,female,black,29,157.82,False
2344,female,white,21,156.26,False
2345,male,white,14,169.32,False
2346,male,black,28,160.65,False
2347,male,black,28,152.9,False
2348,female,asian,19,165.1,False
2349,female,white,21,169.19,False
2350,female,black,29,161.26,False
2351,female,asian,19,163.84,False
2352,male,hispanic,23,165.16,False
2353,female,white,21,168.05,False
2354,female,asian,19,148.27,False
2355,female,black,29,152.1,False
2356,male,black,28,149.27,False
2357,male,asian,21,161.72,False
2358,female,white,21,169.53,False
2359,female,white,21,161.56,False
2360,female,asian,19,171.86,False
2361,female,white,21,163.89,False
2362,male,black,28,153.8,False
2363,female,asian,19,156.53,False
2364,female,white,21,169.77,False
2365,male,asian,21,166.03,False
2366,female,asian,19,154.96,True
2367,female,asian,19,167.89,False
2368,female,white,21,145.59,False
2369,male,white,14,164.43,False
2370,male,asian,21,153.29,False
2371,male,white,14,153.31,False
2372,male,asian,21,151.68,False
2373,male,white,14,155.45,False
2374,male,white,14,170.65,False
2375,male,white,14,157.61,False
2376,male,black,28,169.21,False
2377,female,black,29,145.85,False
2378,female,asian,19,172.32,False
2379,female,asian,19,159.5,False
2380,female,asian,19,154.71,False
2381,male,asian,21,146.08,False
2382,male,white,14,149.88,False
2383,male,hispanic,23,148.01,False
2384,male,asian,21,154.68,False
2385,male,black,28,167.81,False
2386,female,white,21,162.06,False
2387,male,white,14,145.76,False
2388,male,asian,21,158.13,False
2389,male,white,14,156.66,True
2390,male,white,14,147.4,False
2391,male,white,14,161.5,False
2392,female,asian,19,159.31,False
2393,female,black,29,162.3,False
2394,male,white,14,163.64,False
2395,male,black,28,159.17,False
2396,female,black,29,157.26,False
2397,female,asian,19,150.41,False
2398,male,white,14,154.38,False
2399,female,white,21,157.53,False
2400,male,black,28,153.22,False
2401,female,asian,19,155.14,False
2402,male,asian,21,155.04,False
2403,female,asian,19,166.91,False
2404,male,asian,21,176.79,False
2405,female,asian,19,161.37,False
2406,female,black,29,156.16,False
2407,female,black,29,165.02,False
2408,female,black,29,166.44,False
2409,female,asian,19,164.45,False
2410,female,black,29,160.06,False
2411,female,black,29,165.81,False
2412,female,black,29,157.51,False
2413,female,white,21,161.13,False
2414,male,white,14,156.21,False
2415,female,white,21,165.18,False
2416,female,black,29,161.46,False
2417,female,black,29,165.87,False
2418,female,black,29,161.2,False
2419,male,asian,21,155.25,False
2420,male,asian,21,159.13,False
2421,female,white,21,164.17,False
2422,male,black,28,160.08,False
2423,male,black,28,168.02,False
2424,male,asian,21,160.36,False
2425,male,asian,21,145.53,False
2426,male,asian,21,156.13,False
2427,female,black,29,171.94,False
2428,female,white,21,164.46,False
2429,female,black,29,165.35,False
2430,male,white,14,154.41,False
2431,female,black,29,157.6,False
2432,male,white,14,168.3,False
2433,male,asian,21,145.84,False
2434,male,asian,21,156.7,False
2435,male,white,14,160.18,False
2436,male,asian,21,167.51,False
2437,female,asian,19,159.08,False
2438,female,asian,19,156.92,False
2439,female,white,21,147.44,False
2440,male,asian,21,156.78,False
2441,male,asian,21,161.64,False
2442,male,asian,21,158.93,False
2443,female,asian,19,167.35,False
2444,female,white,21,155.71,False
2445,male,asian,21,177.55,False
2446,male,asian,21,178.18,False
2447,female,white,21,167.47,False
2448,male,black,28,161.93,False
2449,female,black,29,162.12,False
2450,female,white,21,155.1,False
2451,female,white,21,168.43,False
2452,female,black,29,157.09,False
2453,male,asian,21,153.11,False
2454,male,white,14,158.75,False
2455,female,white,21,166.25,False
2456,female,asian,19,170.67,False
2457,male,black,28,163.88,False
2458,male,asian,21,165.33,False
2459,male,white,14,159.38,True
2460,female,asian,19,164.68,False
2461,female,asian,19,158.35,False
2462,male,asian,21,155.47,False
2463,female,black,29,154.93,False
2464,male,white,14,149.99,False
2465,male,asian,21,152.77,False
2466,female,black,29,170.76,False
2467,female,black,29,163.45,False
2468,female,asian,19,152.33,False
2469,male,black,28,155.98,False
2470,male,white,14,175.23,False
2471,female,white,21,162.0,False
2472,male,white,14,164.75,False
2473,female,asian,19,138.09,False
2474,female,asian,19,151.03,False
2475,female,asian,19,150.27,False
2476,female,white,21,147.73,False
2477,female,asian,19,161.31,False
2478,female,white,21,164.69,False
2479,male,asian,21,154.87,False
2480,male,hispanic,23,166.81,False
2481,male,white,14,161.53,False
2482,male,white,14,154.41,False
2483,female,asian,19,148.13,False
2484,male,asian,21,163.84,False
2485,female,asian,19,167.11,False
2486,female,asian,19,161.62,False
2487,female,black,29,159.34,False
2488,female,black,29,172.16,False
2489,female,white,21,163.79,False
2490,male,asian,21,157.39,False
2491,female,black,29,167.08,False
2492,female,black,29,163.08,False
2493,male,asian,21,157.27,True
2494,female,asian,19,155.51,False
2495,female,asian,19,167.39,False
2496,male,asian,21,159.99,False
2497,female,asian,19,158.62,False
2498,male,black,28,156.15,False
2499,female,asian,19,163.8,False
2500,male,white,14,165.26,False
2501,male,asian,21,165.83,False
2502,male,asian,21,171.44,False
2503,female,white,21,171.82,False
2504,male,asian,21,169.73,False
2505,male,black,28,159.01,False
2506,male,black,28,156.08,False
2507,female,asian,19,167.78,False
2508,female,asian,19,167.76,False
2509,female,asian,19,156.57,False
2510,female,asian,19,165.1,False
2511,female,asian,19,157.22,False
2512,male,white,14,162.02,False
2513,male,white,14,164.34,False
2514,female,asian,19,159.15,False
2515,female,black,29,149.41,False
2516,female,white,21,164.31,False
2517,female,black,29,167.08,False
2518,male,white,14,158.93,False
2519,male,white,14,164.95,False
2520,male,white,14,158.08,False
2521,male,asian,21,152.18,False
2522,female,asian,19,165.51,False
2523,female,white,21,155.66,False
2524,male,white,14,155.66,False
2525,female,black,29,151.16,False
2526,female,white,21,170.38,False
2527,male,black,28,151.09,False
2528,male,asian,21,163.73,False
2529,male,asian,21,168.85,False
2530,male,white,14,156.17,False
2531,female,black,29,177.69,False
2532,female,white,21,164.56,False
2533,male,asian,21,159.03,False
2534,female,asian,19,165.85,False
2535,male,white,14,153.55,False
2536,male,white,14,172.16,False
2537,female,asian,19,167.79,False
2538,female,asian,19,161.64,False
2539,male,black,28,158.96,True
2540,female,asian,19,147.5,False
2541,male,white,14,153.94,False
2542,male,black,28,140.22,False
2543,male,asian,21,172.36,False
2544,female,white,21,164.47,False
2545,female,asian,19,156.64,False
2546,male,asian,21,154.51,False
2547,female,black,29,166.97,False
2548,male,asian,21,155.56,False
2549,female,white,21,153.61,False
2550,female,white,21,161.2,False
2551,female,asian,19,175.56,False
2552,male,white,14,154.43,False
2553,male,black,28,150.55,False
2554,male,white,14,165.3,False
2555,female,black,29,162.09,False
2556,female,white,21,163.3,False
2557,male,black,28,154.13,False
2558,male,white,14,161.71,False
2559,male,white,14,157.76,False
2560,female,black,29,161.9,False
2561,female,white,21,156.22,False
2562,female,asian,19,152.71,False
2563,male,asian,21,147.72,False
2564,male,white,14,154.41,False
2565,female,asian,19,153.86,False
2566,female,black,29,146.35,False
2567,male,asian,21,155.01,False
2568,male,asian,21,158.45,False
2569,male,white,14,154.78,False
2570,male,black,28,166.19,False
2571,male,white,14,167.5,False
2572,male,white,14,158.87,False
2573,male,white,14,152.03,False
2574,male,asian,21,159.72,False
2575,male,asian,21,150.17,False
2576,female,white,21,165.16,False
2577,male,white,14,162.39,False
2578,female,black,29,155.63,False
2579,female,asian,19,154.87,False
2580,male,white,14,156.92,False
2581,female,asian,19,167.92,False
2582,male,white,14,164.2,False
2583,female,asian,19,141.57,False
2584,male,black,28,156.92,False
2585,female,asian,19,158.36,False
2586,male,asian,21,161.66,False
2587,female,white,21,167.6,False
2588,female,white,21,163.63,False
2589,male,asian,21,167.34,False
2590,female,black,29,157.1,False
2591,male,black,28,170.17,False
2592,female,asian,19,155.77,False
2593,male,white,14,170.01,False
2594,male,asian,21,168.15,False
2595,female,white,21,160.38,False
2596,male,white,14,164.55,False
2597,female,asian,19,154.96,False
2598,female,asian,19,158.72,False
2599,male,black,28,163.43,False
2600,male,white,14,160.24,True
2601,female,white,21,148.96,False
2602,male,black,28,158.63,False
2603,female,asian,19,165.86,False
2604,male,white,14,158.94,True
2605,male,asian,21,166.04,False
2606,male,black,28,161.05,False
2607,male,white,14,151.94,False
2608,male,white,14,149.09,False
2609,female,asian,19,147.56,False
2610,male,white,14,161.26,False
2611,female,white,21,174.71,False
2612,female,black,29,153.44,False
2613,female,white,21,148.96,False
2614,male,asian,21,157.1,False
2615,male,black,28,176.72,False
2616,male,asian,21,169.72,False
2617,male,black,28,162.2,False
2618,female,black,29,153.7,False
2619,female,white,21,167.32,False
2620,female,white,21,175.17,False
2621,female,black,29,151.1,False
2622,male,black,28,163.4,False
2623,female,black,29,164.28,False
2624,female,asian,19,163.36,False
2625,female,asian,19,155.08,False
2626,female,white,21,155.82,False
2627,female,white,21,151.5,False
2628,male,white,14,158.91,False
2629,female,white,21,157.04,False
2630,male,white,14,153.08,False
2631,male,white,14,161.09,False
2632,female,asian,19,154.66,False
2633,male,white,14,159.33,False
2634,female,asian,19,155.58,False
2635,male,black,28,160.7,False
2636,male,white,14,168.24,False
2637,male,asian,21,168.72,False
2638,female,white,21,160.1,False
2639,female,asian,19,158.1,False
2640,female,asian,19,162.81,False
2641,male,asian,21,170.44,False
2642,male,asian,21,164.77,False
2643,female,white,21,154.77,False
2644,male,asian,21,164.17,False
2645,male,black,28,158.67,False
2646,male,white,14,158.3,False
2647,male,asian,21,162.81,False
2648,female,white,21,166.86,False
2649,male,black,28,160.7,False
2650,female,white,21,151.35,False
2651,male,white,14,155.26,False
2652,female,white,21,171.77,False
2653,female,white,21,161.48,False
2654,female,white,21,162.59,False
2655,female,asian,19,167.81,False
2656,male,black,28,149.3,False
2657,female,asian,19,155.32,False
2658,female,asian,19,156.17,False
2659,male,hispanic,23,172.12,False
2660,male,white,14,151.05,False
2661,male,asian,21,166.91,False
2662,female,asian,19,158.71,False
2663,female,black,29,155.48,False
2664,male,white,14,165.41,False
2665,male,asian,21,151.49,False
2666,female,asian,19,166.98,False
2667,female,white,21,167.17,False
2668,male,white,14,153.44,False
2669,female,white,21,167.64,False
2670,female,white,21,161.2,False
2671,female,black,29,162.46,False
2672,male,white,14,151.82,False
2673,female,asian,19,152.05,False
2674,male,white,14,152.3,False
2675,female,black,29,164.75,False
2676,female,asian,19,155.72,False
2677,male,black,28,171.42,False
2678,female,asian,19,165.16,False
2679,female,asian,19,152.62,False
2680,female,white,21,159.5,False
2681,female,black,29,161.48,False
2682,male,white,14,154.56,False
2683,female,asian,19,160.66,False
2684,female,white,21,143.03,False
2685,female,asian,19,155.86,False
2686,female,asian,19,169.28,False
2687,male,asian,21,170.33,False
2688,male,black,28,166.37,False
2689,female,white,21,164.34,True
2690,male,white,14,151.44,False
2691,male,asian,21,154.72,False
2692,female,asian,19,147.34,False
2693,female,asian,19,162.18,False
2694,male,white,14,151.21,False
2695,female,asian,19,157.45,False
2696,female,asian,19,173.63,False
2697,male,asian,21,166.58,False
2698,male,black,28,159.57,False
2699,female,black,29,157.73,False
2700,male,black,28,171.97,False
2701,female,asian,19,163.05,False
2702,female,black,29,157.52,False
2703,male,asian,21,164.08,False
2704,female,black,29,153.19,False
2705,female,black,29,169.32,False
2706,male,asian,21,161.09,False
2707,female,black,29,161.83,False
2708,female,asian,19,169.45,False
2709,male,white,14,157.58,False
2710,female,asian,19,159.83,False
2711,male,black,28,173.08,True
2712,male,asian,21,157.08,False
2713,female,black,29,163.77,False
2714,male,asian,21,149.74,False
2715,female,white,21,160.17,False
2716,female,asian,19,168.83,False
2717,female,white,21,155.26,False
2718,male,white,14,168.7,False
2719,male,black,28,160.65,False
2720,female,black,29,155.2,False
2721,female,asian,19,163.93,False
2722,male,asian,21,160.79,False
2723,female,black,29,163.43,False
2724,male,white,14,172.56,False
2725,female,asian,19,161.69,False
2726,male,white,14,160.01,False
2727,female,white,21,170.63,False
2728,female,white,21,160.91,False
2729,female,white,21,154.82,False
2730,female,white,21,173.06,False
2731,male,white,14,145.32,False
2732,female,white,21,166.08,False
2733,male,asian,21,162.08,False
2734,female,white,21,154.85,False
2735,female,asian,19,161.79,False
2736,male,asian,21,165.59,False
2737,female,white,21,172.75,False
2738,female,asian,19,163.9,False
2739,female,asian,19,148.04,False
2740,female,white,21,147.55,False
2741,female,asian,19,152.12,False
2742,male,black,28,169.87,False
2743,male,black,28,169.31,False
2744,female,black,29,153.59,False
2745,male,asian,21,166.96,False
2746,male,asian,21,165.9,False
2747,female,asian,19,156.85,False
2748,female,white,21,168.24,False
2749,female,asian,19,161.85,False
2750,female,white,21,167.2,False
2751,male,white,14,161.88,False
2752,male,white,14,168.43,True
2753,male,white,14,157.5,False
2754,female,black,29,155.21,False
2755,female,asian,19,142.0,False
2756,female,black,29,163.81,False
2757,female,asian,19,174.28,False
2758,male,white,14,160.55,False
2759,male,asian,21,157.23,False
2760,male,black,28,159.76,False
2761,male,white,14,170.68,False
2762,male,black,28,157.74,False
2763,female,asian,19,171.7,False
2764,male,asian,21,164.83,True
2765,male,black,28,168.02,False
2766,male,black,28,162.96,False
2767,female,asian,19,168.57,False
2768,male,white,14,166.79,False
2769,male,white,14,159.14,True
2770,male,white,14,162.47,False
2771,male,white,14,163.99,False
2772,female,white,21,152.01,False
2773,female,white,21,173.32,False
2774,male,white,14,150.57,False
2775,male,asian,21,176.84,False
2776,male,black,28,154.46,False
2777,female,white,21,170.41,False
2778,female,asian,19,172.74,False
2779,female,white,21,159.8,False
2780,female,asian,19,170.18,False
2781,female,black,29,168.39,False
2782,female,black,29,148.43,False
2783,female,white,21,166.54,False
2784,female,white,21,154.3,False
2785,female,black,29,164.67,False
2786,female,asian,19,137.16,False
2787,male,asian,21,172.6,False
2788,male,white,14,162.19,False
2789,female,white,21,155.82,False
2790,female,asian,19,153.33,False
2791,male,white,14,154.59,False
2792,male,asian,21,151.56,False
2793,male,asian,21,160.05,True
2794,female,white,21,156.92,False
2795,female,asian,19,144.26,False
2796,male,white,14,137.34,True
2797,female,black,29,175.3,False
2798,female,black,29,168.46,False
2799,male,asian,21,155.53,False
2800,male,black,28,147.84,False
2801,male,black,28,150.55,False
2802,male,white,14,155.5,False
2803,female,asian,19,151.53,False
2804,male,white,14,169.29,False
2805,female,asian,19,161.94,False
2806,female,white,21,152.09,False
2807,female,black,29,174.95,False
2808,male,white,14,170.93,False
2809,female,white,21,152.62,False
2810,female,asian,19,163.19,False
2811,female,asian,19,136.69,False
2812,female,asian,19,166.36,False
2813,female,white,21,166.9,False
2814,male,asian,21,151.14,False
2815,female,white,21,164.12,False
2816,female,asian,19,155.45,False
2817,female,asian,19,154.79,False
2818,female,asian,19,153.42,False
2819,male,asian,21,167.21,False
2820,female,asian,19,162.79,False
2821,female,asian,19,139.75,False
2822,male,asian,21,154.89,False
2823,female,black,29,161.19,False
2824,female,asian,19,161.93,False
2825,female,asian,19,164.16,False
2826,male,white,14,160.6,False
2827,male,white,14,149.84,False
2828,female,asian,19,155.9,False
2829,female,black,29,168.06,False
2830,female,asian,19,138.36,True
2831,female,black,29,171.47,False
2832,male,asian,21,160.77,False
2833,male,asian,21,156.44,False
2834,female,asian,19,152.58,False
2835,female,white,21,161.66,False
2836,male,asian,21,147.16,False
2837,male,white,14,166.76,False
2838,male,black,28,163.47,False
2839,female,asian,19,172.8,False
2840,male,asian,21,154.35,False
2841,male,black,28,147.69,True
2842,male,white,14,159.56,False
2843,female,white,21,153.28,False
2844,female,white,21,162.39,False
2845,female,black,29,166.24,False
2846,male,black,28,155.42,False
2847,male,white,14,160.45,False
2848,male,asian,21,151.68,False
2849,female,white,21,158.2,False
2850,male,asian,21,167.81,False
2851,female,white,21,152.77,False
2852,male,asian,21,170.28,False
2853,female,white,21,159.14,False
2854,male,black,28,162.5,False
2855,female,white,21,164.62,False
2856,male,white,14,154.7,False
2857,female,white,21,155.54,False
2858,male,asian,21,167.67,False
2859,female,white,21,159.9,False
2860,female,white,21,150.04,False
2861,male,white,14,169.56,False
2862,male,white,14,162.38,False
2863,female,asian,19,150.28,False
2864,female,white,21,162.25,False
2865,male,black,28,167.72,False
2866,male,white,14,161.33,False
2867,male,asian,21,154.61,False
2868,male,black,28,167.27,False
2869,male,white,14,157.47,False
2870,male,asian,21,160.2,False
2871,male,asian,21,144.76,True
2872,female,white,21,159.44,False
2873,male,asian,21,157.09,False
2874,male,black,28,164.68,False
2875,male,white,14,159.47,False
2876,male,asian,21,153.43,False
2877,male,white,14,166.26,True
2878,female,black,29,154.14,False
2879,female,asian,19,156.82,False
2880,male,asian,21,161.85,False
2881,male,black,28,143.75,False
2882,female,black,29,158.17,False
2883,male,asian,21,148.53,False
2884,male,white,14,162.21,False
2885,male,asian,21,149.86,False
2886,female,asian,19,158.15,False
2887,female,asian,19,144.76,False
2888,female,black,29,158.67,False
2889,male,black,28,180.62,False
2890,male,asian,21,157.87,False
2891,male,asian,21,171.85,False
2892,female,white,21,152.08,False
2893,female,white,21,180.72,False
2894,female,white,21,166.07,False
2895,male,white,14,150.51,False
2896,female,asian,19,163.2,False
2897,male,white,14,168.76,False
2898,male,black,28,161.55,False
2899,female,white,21,165.67,False
2900,female,asian,19,166.37,False
2901,female,asian,19,153.83,False
2902,male,asian,21,155.62,False
2903,female,asian,19,164.31,False
2904,male,asian,21,161.11,False
2905,male,black,28,154.73,False
2906,male,asian,21,160.72,False
2907,male,black,28,163.09,False
2908,male,black,28,155.41,False
2909,female,asian,19,160.28,False
2910,female,white,21,161.0,False
2911,male,white,14,169.07,False
2912,male,white,14,155.3,False
2913,female,white,21,161.73,False
2914,male,asian,21,155.8,False
2915,male,asian,21,148.98,False
2916,female,asian,19,178.22,False
2917,female,black,29,158.82,False
2918,female,asian,19,157.65,False
2919,female,asian,19,156.79,False
2920,female,black,29,148.19,False
2921,female,asian,19,145.26,False
2922,female,black,29,166.15,False
2923,female,white,21,147.88,False
2924,male,asian,21,157.09,False
2925,male,white,14,166.41,False
2926,male,asian,21,159.66,False
2927,female,white,21,166.58,False
2928,female,white,21,158.13,True
2929,male,asian,21,162.97,False
2930,female,black,29,153.4,False
2931,female,white,21,155.01,False
2932,male,white,14,172.5,False
2933,male,asian,21,143.92,False
2934,male,asian,21,167.24,True
2935,male,white,14,154.46,False
2936,female,white,21,168.83,False
2937,female,white,21,155.11,False
2938,male,white,14,149.62,False
2939,male,asian,21,169.5,False
2940,female,black,29,168.45,False
2941,female,asian,19,157.39,False
2942,male,black,28,156.48,False
2943,male,black,28,152.23,False
2944,male,white,14,147.17,False
2945,male,white,14,149.38,True
2946,female,asian,19,158.65,False
2947,female,asian,19,166.8,False
2948,male,white,14,147.88,False
2949,female,white,21,154.18,False
2950,male,white,14,153.47,True
2951,male,black,28,149.5,False
2952,female,white,21,164.61,False
2953,male,white,14,158.54,False
2954,female,white,21,181.06,False
2955,male,asian,21,163.71,False
2956,female,black,29,158.61,False
2957,male,white,14,166.43,False
2958,female,white,21,166.2,False
2959,male,white,14,166.94,False
2960,male,white,14,165.83,True
2961,female,asian,19,160.55,False
2962,female,asian,19,151.76,False
2963,male,asian,21,156.67,False
2964,male,white,14,144.29,False
2965,male,asian,21,177.67,False
2966,male,white,14,150.74,False
2967,male,white,14,146.14,False
2968,male,black,28,164.15,False
2969,male,white,14,154.72,False
2970,male,white,14,171.92,False
2971,male,asian,21,168.63,False
2972,female,white,21,153.29,False
2973,female,asian,19,154.4,False
2974,female,asian,19,145.85,False
2975,male,white,14,175.21,False
2976,female,white,21,150.16,False
2977,female,black,29,142.7,False
2978,male,white,14,164.48,False
2979,male,white,14,155.52,False
2980,female,asian,19,166.75,False
2981,female,white,21,148.48,False
2982,female,white,21,148.42,False
2983,female,black,29,158.84,False
2984,male,asian,21,163.84,False
2985,female,white,21,176.59,False
2986,male,asian,21,168.77,False
2987,female,black,29,154.52,False
2988,female,white,21,153.4,False
2989,female,asian,19,160.63,False
2990,female,black,29,161.22,False
2991,female,white,21,160.66,False
2992,male,asian,21,155.99,False
2993,male,asian,21,156.43,False
2994,male,black,28,153.4,False
2995,female,asian,19,166.62,False
2996,male,black,28,166.68,False
2997,female,white,21,172.49,False
2998,female,asian,19,145.76,False
2999,male,asian,21,134.27,False
3000,female,asian,19,159.19,False
3001,female,white,21,165.67,False
3002,male,asian,21,165.22,False
3003,male,white,14,171.53,False
3004,female,white,21,160.62,False
3005,male,asian,21,164.71,False
3006,male,black,28,163.29,False
3007,female,asian,19,164.98,False
3008,male,asian,21,157.27,False
3009,male,asian,21,168.01,False
3010,male,white,14,167.77,True
3011,female,asian,19,165.28,False
3012,female,asian,19,158.02,False
3013,male,white,14,181.07,False
3014,male,black,28,153.8,False
